Exer;RA;Cur;Ser;Per;Fingr;StIni;StFin;OriDisc;StIniDisc;StFinDisc;P1;T1;MT;MP;MF;SituaçãoFinal
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;6;8,7;7,7;8,0;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;1,5;6,5;8,2;5,6;6,4;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5,5;7;7,6;7,1;7,2;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2,5;5;8,5;5,6;6,5;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1;6;4,8;2,8;3,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;AP1;0,5;7,5;7,1;5,9;6,3;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;10;10,0;7,4;8,2;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4;5;7,9;5,8;6,4;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;4;7,4;4,9;5,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;5,5;3,2;0,6;1,4;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;6,5;4,5;5,8;4,9;5,2;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;2;3,5;2,4;0,6;1,2;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;3,5;6;8,5;4,9;6,0;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;9;2,1;0,1;0,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3,5;7;9,1;5;6,2;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;0,5;7,5;4,9;1,9;2,8;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;6,5;8;7,9;5,2;6,0;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1,5;5,5;7,3;3;4,3;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1;4;6,3;5;5,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3;6;7,4;6,2;6,5;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;AP1;0,5;7,5;9,0;5,5;6,5;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9;9;6,9;6,4;6,6;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9;9;8,9;7,7;8,1;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;1;7,5;2,2;1;1,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6;9;9,1;6,8;7,5;PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;4,5;5;2,9;0,9;1,5;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;2;1,5;1,8;1,3;1,5;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;6;8;9,6;5,9;7,0;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;0,5;4,5;6,9;1,9;3,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4;3,5;6,9;7,9;7,6;PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;5,5;6;6,6;6,6;6,6;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;8;8,7;6,9;7,4;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;1,5;1,2;0,4;0,6;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;5;6;7,1;4,1;5,0;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;4,5;3,5;6,7;4,7;5,3;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;2;6,5;5,9;3,2;4,0;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4;8;8,6;5;6,1;PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;1;7,5;7,6;6,9;7,1;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;4;2,8;0,1;0,9;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;0,5;3;3,3;0,2;1,1;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;AP1;5;4,5;7,2;5,5;6,0;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;2;9;8,8;4,4;5,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1;7;5,9;2,1;3,2;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3;10;8,1;6;6,6;PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;RP1;6;5;4,8;5,3;5,2;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;0,5;5,5;4,1;0,6;1,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2,5;7;7,9;6,5;6,9;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5;6,5;7,1;7,1;7,1;PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;5,5;5,5;7,6;5,3;6,0;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;2;7,5;5,2;2;3,0;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;7;10;5,0;3,1;3,7;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;x;0;1,1;0;0,3;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1,5;7;4,2;2,6;3,1;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2,5;8;6,8;6,2;6,4;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4,5;8,5;8,1;6,5;7,0;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;0,5;5,5;2,6;0,2;0,9;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2,5;5,5;5,3;7,2;6,6;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5;7,5;7,6;5,7;6,3;PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;9;7,5;7,6;8,3;8,1;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;0,5;5;5,1;2;2,9;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;1,5;4;5,8;7,3;6,8;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2,5;5;5,8;6,5;6,3;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1;4;6,6;3,3;4,3;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;2;3,5;5,8;5,3;5,5;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9;9,5;9,8;7,4;8,1;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4,5;9;9,2;6,3;7,2;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;1;4;5,3;0,8;2,1;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1,5;5,5;5,7;3,1;3,9;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;1;1;1,9;1,8;1,8;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;6,5;3,1;0,1;1,0;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4;10;8,9;6;6,9;PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;2;3;1,2;0,5;0,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;TRC;0,5;6;2,0;0,2;0,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;3;6,5;3,8;1,1;1,9;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1;x;1,7;1,9;1,8;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;7,5;5,5;6,2;6,1;6,1;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2,5;7;8,4;5,1;6,1;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;3;2,1;0,1;0,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;0,5;10;8,6;4,9;6,0;PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;10;8,5;9,4;8,5;8,8;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;TRC;0;6,5;1,7;0,1;0,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2,5;7,5;8,4;8,1;8,2;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9;10;9,9;9,3;9,5;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1,5;1;3,2;2,2;2,5;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;3;7;1,6;0,7;1,0;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;0;1;3,3;2,4;2,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1,5;3,5;3,9;2,1;2,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1,5;4,5;6,5;2,6;3,8;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;RP1;x;6,5;5,2;3;3,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1;4;5,6;2,1;3,2;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;1;6;5,9;6,1;6,0;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;4;7,7;5,5;6,2;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4;7;7,9;5,3;6,1;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;3,5;5,5;8,0;4,6;5,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;4;7,5;4,2;1,3;2,2;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;0,5;3,5;5,4;2,5;3,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;0,5;2;3,1;1,2;1,8;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;2;4;0,9;0,4;0,5;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1,5;8,5;5,4;0,5;2,0;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;1,5;2,1;0,3;0,9;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8,5;9;8,0;7,8;7,9;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3,5;6;7,6;6,7;7,0;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2,5;8;8,1;5,1;6,0;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;AP1;4;5,5;5,7;6,7;6,4;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5,5;8;9,4;6,3;7,2;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;0;0,5;5,6;2,3;3,3;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;2;0,5;0,1;2,2;1,6;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;0,5;x;0,0;0,1;0,1;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;3,5;9;2,0;0,7;1,1;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3;5,5;6,9;6,8;6,8;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;4;5,5;6,8;3,1;4,2;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4;5;7,2;6,7;6,8;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;RP1;2;4;5,2;4,9;5,0;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;4;5;7,8;6,5;6,9;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;RP1;3,5;7,5;5,0;4,4;4,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;4,5;2,4;0,9;1,3;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;4,5;2;5,3;4,4;4,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;2;2,5;2,8;0,9;1,5;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;8,5;8,5;9,3;7,4;8,0;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;AP1;4,5;7,5;5,4;6,6;6,2;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;2,5;4,2;4,8;4,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1,5;6;6,3;5,5;5,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;3,5;1,9;0,1;0,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2;7;8,8;5,6;6,6;PASSOU
2015;2015;PM;2;N;VES;REG;TRG;ADP;MAT;TRC;0;4;0,9;0;0,3;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;2,5;3,5;0,8;0,5;0,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2,5;7;8,8;5,5;6,5;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;2,5;3;1,9;0,7;1,1;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6;9,5;9,6;6,8;7,6;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3;5;6,4;5,7;5,9;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1,5;5,5;6,9;3;4,2;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5,5;9,5;7,2;5,5;6,0;PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;1;4,5;1,0;0,2;0,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;1,5;3,5;2,2;1;1,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;1;4;0,9;0,2;0,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9;7,5;8,7;7,9;8,1;PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;4;7,5;7,6;5,9;6,4;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5,5;9,5;8,1;8;8,0;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;1,5;0,8;0,3;0,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3,5;9;9,3;7;7,7;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2;6,5;7,3;6,4;6,7;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;0,5;4;1,6;0,1;0,5;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6;7,5;8,6;7,4;7,8;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1;1,5;4,0;1,4;2,2;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;2;1,5;3,0;1,1;1,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5;7,5;6,2;6,3;6,3;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;2;0,4;0,1;0,2;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3,5;10;9,9;7,5;8,2;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1;5,5;6,2;2,1;3,3;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;0,5;5;2,2;0,1;0,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4;7,5;9,3;6,1;7,1;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7,5;8,5;8,6;6,3;7,0;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1;6;4,1;3;3,3;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4,5;8;7,9;5,7;6,3;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3,5;6;7,6;5,7;6,3;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;0,5;0;0,7;0,8;0,8;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;1,5;3;7,5;5,2;5,9;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4,5;5,5;7,0;5,5;6,0;PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;8;8,5;9,4;7,4;8,0;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4;7,5;7,6;5,3;6,0;PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;AP1;6;2;6,2;6,4;6,3;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;AP1;5,5;5,5;7,3;5,7;6,2;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;RP1;0,5;5,5;7,4;3,1;4,4;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;1,5;7,5;7,2;1,5;3,2;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;0,5;8;3,3;0,1;1,1;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;7,5;7,6;6,7;7,0;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9;10;10,0;9,3;9,5;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;0;4;4,4;4,8;4,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4,5;7,5;7,0;5,9;6,2;PASSOU
2015;2015;FB;1;N;VES;REG;PRO;REG;MAT;RP1;3;3,5;5,9;4,2;4,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;9;9,5;8,1;9,1;8,8;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0;1;1,6;0;0,5;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2;7;6,9;5,7;6,1;PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;2,5;2;0,4;0,6;0,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;6,5;6,0;6,3;6,2;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;x;1;0,2;0;0,1;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;AP1;3;7,5;7,1;6,2;6,5;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4;5,5;8,1;5,7;6,4;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;5;2,5;4,0;5,2;4,8;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;0,5;6,5;7,0;3;4,2;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;x;0,0;0,1;0,1;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;2;7,5;5,9;3,3;4,1;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;4,5;2,5;7,8;5,2;6,0;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;2,5;7,5;9,0;2,4;4,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1;3;6,3;1,8;3,2;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;RP1;2,5;3;6,5;3;4,1;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;x;x;0,0;0,6;0,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;9;9,3;7,8;8,3;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;3;9;8,3;4,3;5,5;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;1;0,5;1,1;0,7;0,8;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;AP1;5;7;7,2;5,4;5,9;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8;10;10,0;6,9;7,8;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;AP1;2;5;7,7;5,3;6,0;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;1;3,5;8,0;3,1;4,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2;4,5;6,6;6,8;6,8;PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;0,5;2,5;1,8;0,1;0,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;1,5;8;8,2;7,2;7,5;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;TRC;0;3,5;4,6;0;1,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;8,5;9,7;6,6;7,5;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;1;3,5;2,6;0,2;0,9;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;2;6,5;3,6;1,6;2,2;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;0,5;0,5;0,1;0,1;0,1;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;8,5;6,1;6,2;6,2;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;5,5;9;9,0;7,8;8,2;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;2,5;7;2,7;0,6;1,2;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;0,5;1,5;0,3;1;0,8;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;2,5;2,5;2,4;2,2;2,2;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;2,5;6;8,2;5,6;6,4;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;2;4,5;5,8;4,3;4,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;3,5;2;3,5;0,9;1,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;7;6,5;7,2;5,5;6,0;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8,5;9;8,5;6,4;7,0;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;10;9,3;7,5;8,0;PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;2;2,5;1,8;1;1,2;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;3;3;3,9;5;4,7;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;2;3,5;6,0;5,2;5,4;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;1,5;5,5;6,8;1,8;3,3;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;8,5;9;4,2;1,7;2,5;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;2,5;1;2,0;0,5;1,0;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;2;0,5;0,8;0,5;0,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3,5;7;9,1;4,7;6,0;PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;1;4;4,7;0,3;1,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;3,5;5;6,6;4;4,8;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;TRG;REG;MAT;TRC;5;6;2,7;1;1,5;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;8,5;9;8,6;7,3;7,7;PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;2,5;5;1,1;0,5;0,7;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;TRG;REG;MAT;TRC;1,5;2;2,5;0,6;1,2;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3,5;6,5;7,7;6,4;6,8;PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;6,5;7,5;8,7;7;7,5;PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;2;7,5;8,9;3,6;5,2;NÃO PASSOU
2015;2015;FB;1;N;VES;REG;RET;REG;MAT;RP1;0;2;1,4;0,3;0,6;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;RET;REG;MAT;RP1;3,5;5;2,9;1,2;1,7;NÃO PASSOU
2015;2015;FB;1;D;VES;REG;PRO;REG;MAT;AP1;3,5;4;6,7;6,2;6,3;PASSOU
